Name
"2 Face Man"
"Abdul the Arab"
"Orphant Annie"
"Outworlder"
"Ozma of Oz"
"Ozmar, The Mystic"
"P.J. Colt"
"Pacing Ghost"
"Pack Pearson"
"Page Parks"
"Pancho Villa"
"Panther"
"Panther Woman"
"Papa Legba"
"Pasha of Magic"
"Pat Patriot"
"Patchwork Girl"
"Patrick Carlyle"
"Patsy Pinup"
"Patty O'Day"
"Paul Bunyan & Babe the Blue Ox"
"Paul Bunyan and Babe the Blue Ox"
"Pauper"
"Pecos Bill"
"Peep"
"Peg Miller"
"Pen Miller"
"Penguin"
"Penny Parker"
"Penny Wright"
"Pepsi the Pepsi-Cola Cop"
"Percy Fawcett"
"Peri"
"Perisphere Payne"
"Peter Pan"
"Peter Piper"
"Peter Wheat"
"Peter the Pumpkin-Eater"
"Peter the Rooster"
"Phantasmo"
"Phantom Detective"
"Phantom Eagle"
"Phantom Falcon"
"Phantom Falcons"
"Phantom Flyer"
"Phantom Knight"
"Phantom Lady"
"Phantom Ranger"
"Phantom Rider"
"Phantom Soldier"
"Phantom Sphinx"
"Phantom of the Opera"
"Phara"
"Pied Piper"
"Pin-Up Pete"
"Pink Fairy"
"Pinkie Parker"
"Pinocchio"
"Pioneer"
"Pippi Longstocking"
"Pirate Prince"
"Planet Man"
"Planet Payson"
"Plastic Man"
"Plymo the Rubber Man"
"Pocahontas"
"Polka-Dot Pirate"
"Polonia"
"Pon of Jinxland"
"Pope Joan"
"Popeye"
"Power-Man"
"Prairie Kate"
"Prankster"
"Press Guardian"
"Presto Kid"
"Presto Martin"
"Princess"
"Princess Pantha"
"Princess and the Frog"
"Priory of Sion"
"Professor Challenger"
"Professor Supermind & Son"
"Professor Wogglebug"
"Professor X"
"Prop Bowers"
"Prop Powers"
"Prunella"
"Psychic Doctor"
"Pulah"
"Punch Powers"
"Puppeteer"
"Purple Claw"
"Purple Rider"
"Purple Tigress"
"Purple Zombie"
"Pussy Katnip"
"Pyroman"
"Queen of Hearts"
"Queen of the Apaches"
"Quentin Locke"
"Question"
"Quicksilver"
"Rackman"
"Radar"
"Radio King"
"Radior"
"Raggedy Andy"
"Raggedy Ann"
"Ragman"
"Ragtime Goblin Man"
"Rainbow"
"Rainbow Boy"
"Raja the Arabian Knight"
"Ralf Clifford"
"Ralph 124c 41 +"
"Ralph the Elephant Boy"
"Rangers of Freedom"
"Rapunzel"
"Raven"
"Reckoner and Chipper"
"Red Bee"
"Red Blaze"
"Red Blazer"
"Red Comet"
"Red Cross"
"Red Demon"
"Red Fairy"
"Red Fawn"
"Red Fox"
"Red Gaucho"
"Red Hawk"
"Red Knight"
"Red Man of the Rockies"
"Red Mask"
"Red Panther"
"Red Reeves"
"Red Riding Hood"
"Red Robbins"
"Red Rocket"
"Red Rogue"
"Red Rover"
"Red Rube"
"Red Torpedo"
"Reef Ryan"
"Reptisaurus"
"Retribution"
"Rex Baxter"
"Rex Dexter of Mars"
"Rex Elliot"
"Rex the Seeing Eye Dog"
"Reynard, The Fox"
"Reynard, the Fox"
"Rhoa"
"Richard Hannay"
"Richard the Lionheart"
"Rick Evans"
"Rima"
"Rinkitink"
"Rip Van Winkle"
"Robert Grandon"
"Roberta & Ray"
"Robin Hood"
"Rocambole"
"Rock Raymond"
"Rock Thunder"
"Rocket"
"Rocket Boy"
"Rocket Kelly"
"Rocket Man"
"Rocket Riley"
"Rocketgirl"
"Rocketman"
"Rocky Hall"
"Rocky King"
"Rocky Stone"
"Rocky X"
"Roland"
"Roland Simmons"
"Rookie Rankin"
"Rose-Red"
"Rosie the Riveter"
"Rouletabille"
"Roy Carlson"
"Roy the Super-Boy"
"Rulah"
"Rupert Bear"
"Rusty Ryan"
"Ruth the Acrobat"
"Sabu, Elephant Boy"
"Sacagawea"
"Saint George"
"Sallie Waters"
"Sally Doolin"
"Sally O'Neil"
"Sally the Sleuth"
"Sam Hill"
"Samar"
"Sambo"
"Samson"
"Sand Hog"
"Sand Man"
"Sanford Quest"
"Santa Claus"
"Santa's 9th Reindeer"
"Sarge Steel"
"Sarutobi Sasuke"
"Satanas"
"Saturnin Farandoul"
"Scarab"
"Scaramouche"
"Scarecrow"
"Scarlet Ace"
"Scarlet Arrow"
"Scarlet Avenger"
"Scarlet Nemesis"
"Scarlet Phantom"
"Scarlet Pimpernel"
"Scarlet Seal"
"Scarlet Sentry"
"Scarlett Dalton"
"Scheherazade"
"Scissor-Man"
"Scoop Scanlon"
"Scoot Suit Sammy"
"Scorpion"
"Scott Rand"
"Scott Stewart, Planet Pilot"
"Scotty MacDonald"
"Sea Eagle"
"Sea Lady"
"Secret Agent X"
"Secret Circle"
"Secret Legion"
"Semi Dual"
"Sentinel"
"Sepé Tiaraju"
"Sergeant Canuck"
"Sergeant Spook"
"Serpentina"
"Seven Dwarves"
"Sexton Blake"
"Señorita Marquita"
"Señorita Rio"
"Sgt. Strong"
"Shadow"
"Shaman"
"Shane Dare"
"Shango"
"Shape"
"Shark"
"Shark Brodie"
"Shazam"
"Sheena"
"Sherlock Holmes"
"Shield"
"Shifter"
"Shock Gibson"
"Shockheaded Peter"
"Sign of Freedom"
"Sigurd"
"Silver Kid"
"Silver Knight"
"Silver Ranger"
"Silver Streak"
"Simba"
"Simple Simon"
"Sinbad the Sailor"
"Sinistro, Boy Fiend"
"Six-Gun Gorilla"
"Sky Chief"
"Sky Girl"
"Sky Ranger"
"Sky Wizard"
"Skyhawk"
"Skyman"
"Skyrocket Steele"
"Skywolf"
"Snake Charmer"
"Sneak"
"Sniper"
"Snow Maiden"
"Snowman"
"Society of Infallable Detectives"
"Sock Fairy"
"Solar"
"Solarman"
"Son of Aztlan"
"Sorcerer"
"South Sea Girl"
"Space Ace"
"Space Detective"
"Space Man"
"Space Nomad"
"Space Patrol"
